订单ID,用户ID,订单金额,下单时间,支付状态,收货地址
ORD001686,U0069,94.91,2024-05-03 00:42:37.951590318,已支付,上海市浦东新区
ORD001687,U0713,17.28,2024-05-03 02:27:46.413282656,未支付,上海市浦东新区
ORD001688,U0469,386.15,2024-05-03 04:12:54.874974996,未支付,上海市浦东新区
ORD001689,U0647,44.85,2024-05-03 05:58:03.336667334,已支付,深圳市南山区
ORD001690,U0810,7.22,2024-05-03 07:43:11.798359672,未支付,深圳市南山区
ORD001691,U0921,509.07,2024-05-03 09:28:20.260052010,已支付,广州市天河区
ORD001692,U0824,40.46,2024-05-03 11:13:28.721744350,已支付,北京市朝阳区
ORD001693,U0943,417.36,2024-05-03 12:58:37.183436688,已取消,杭州市西湖区
ORD001694,U0341,136.66,2024-05-03 14:43:45.645129026,已取消,上海市浦东新区
ORD001695,U0876,73.38,2024-05-03 16:28:54.106821364,已支付,北京市朝阳区
ORD001696,U0461,8.71,2024-05-03 18:14:02.568513702,已支付,北京市朝阳区
ORD001697,U0434,60.88,2024-05-03 19:59:11.030206042,已支付,深圳市南山区
ORD001698,U0341,11.47,2024-05-03 21:44:19.491898380,未支付,深圳市南山区
ORD001699,U0458,39.19,2024-05-03 23:29:27.953590718,未支付,北京市朝阳区
ORD001700,U0472,64.2,2024-05-04 01:14:36.415283056,已支付,深圳市南山区
ORD001701,U0091,206.23,2024-05-04 02:59:44.876975396,未支付,广州市天河区
ORD001702,U0289,29.87,2024-05-04 04:44:53.338667734,已支付,广州市天河区
ORD001703,U0794,470.42,2024-05-04 06:30:01.800360072,已支付,杭州市西湖区
ORD001704,U0996,11.75,2024-05-04 08:15:10.262052410,已支付,杭州市西湖区
ORD001705,U0273,24.17,2024-05-04 10:00:18.723744750,已支付,杭州市西湖区
ORD001706,U0533,65.26,2024-05-04 11:45:27.185437088,已取消,上海市浦东新区
ORD001707,U0514,5.33,2024-05-04 13:30:35.647129426,已支付,广州市天河区
ORD001708,U0591,16.78,2024-05-04 15:15:44.108821764,已支付,上海市浦东新区
ORD001709,U0556,87.04,2024-05-04 17:00:52.570514102,已支付,广州市天河区
ORD001710,U0706,138.72,2024-05-04 18:46:01.032206442,已支付,北京市朝阳区
ORD001711,U0583,20.59,2024-05-04 20:31:09.493898780,已支付,上海市浦东新区
ORD001712,U0548,32.18,2024-05-04 22:16:17.955591118,已支付,杭州市西湖区
ORD001713,U0558,90.42,2024-05-05 00:01:26.417283456,已支付,广州市天河区
ORD001714,U0946,9.67,2024-05-05 01:46:34.878975796,已支付,杭州市西湖区
ORD001715,U0747,45.53,2024-05-05 03:31:43.340668134,已支付,深圳市南山区
ORD001716,U0224,43.15,2024-05-05 05:16:51.802360472,已支付,广州市天河区
ORD001717,U0579,318.88,2024-05-05 07:02:00.264052810,已支付,广州市天河区
ORD001718,U0771,93.23,2024-05-05 08:47:08.725745150,已支付,杭州市西湖区
ORD001719,U0498,55.63,2024-05-05 10:32:17.187437488,已支付,杭州市西湖区
ORD001720,U0631,117.69,2024-05-05 12:17:25.649129826,已支付,杭州市西湖区
ORD001721,U0929,68.08,2024-05-05 14:02:34.110822164,已支付,广州市天河区
ORD001722,U0557,21.49,2024-05-05 15:47:42.572514504,已支付,北京市朝阳区
ORD001723,U0025,112.06,2024-05-05 17:32:51.034206842,未支付,深圳市南山区
ORD001724,U0677,128.85,2024-05-05 19:17:59.495899180,已支付,杭州市西湖区
ORD001725,U0164,39.65,2024-05-05 21:03:07.957591518,已支付,北京市朝阳区
ORD001726,U0291,66.67,2024-05-05 22:48:16.419283856,已支付,杭州市西湖区
ORD001727,U0787,384.83,2024-05-06 00:33:24.880976196,已支付,广州市天河区
ORD001728,U0045,67.21,2024-05-06 02:18:33.342668534,已支付,北京市朝阳区
ORD001729,U0368,44.48,2024-05-06 04:03:41.804360872,已支付,广州市天河区
ORD001730,U0211,19.98,2024-05-06 05:48:50.266053210,已支付,上海市浦东新区
ORD001731,U0737,22.22,2024-05-06 07:33:58.727745550,已支付,杭州市西湖区
ORD001732,U0146,60.09,2024-05-06 09:19:07.189437888,已支付,深圳市南山区
ORD001733,U0923,29.16,2024-05-06 11:04:15.651130226,已支付,北京市朝阳区
ORD001734,U0350,99.32,2024-05-06 12:49:24.112822564,已支付,上海市浦东新区
ORD001735,U0799,35.83,2024-05-06 14:34:32.574514904,已支付,杭州市西湖区
ORD001736,U0935,961.82,2024-05-06 16:19:41.036207242,未支付,上海市浦东新区
ORD001737,U0835,68.86,2024-05-06 18:04:49.497899580,已支付,北京市朝阳区
ORD001738,U0406,11.25,2024-05-06 19:49:57.959591918,已取消,深圳市南山区
ORD001739,U0948,65.98,2024-05-06 21:35:06.421284256,已支付,北京市朝阳区
ORD001740,U0010,37.71,2024-05-06 23:20:14.882976596,未支付,深圳市南山区
ORD001741,U0885,111.87,2024-05-07 01:05:23.344668934,已支付,广州市天河区
ORD001742,U0520,54.88,2024-05-07 02:50:31.806361272,未支付,杭州市西湖区
ORD001743,U0034,82.66,2024-05-07 04:35:40.268053610,已支付,上海市浦东新区
ORD001744,U0234,822.92,2024-05-07 06:20:48.729745950,已支付,广州市天河区
ORD001745,U0181,44.16,2024-05-07 08:05:57.191438288,已支付,杭州市西湖区
ORD001746,U0914,114.0,2024-05-07 09:51:05.653130626,已支付,上海市浦东新区
ORD001747,U0524,165.2,2024-05-07 11:36:14.114822964,已支付,广州市天河区
ORD001748,U0750,74.6,2024-05-07 13:21:22.576515304,未支付,杭州市西湖区
ORD001749,U0704,10.9,2024-05-07 15:06:31.038207642,已支付,杭州市西湖区
ORD001750,U0953,118.85,2024-05-07 16:51:39.499899980,已支付,广州市天河区
ORD001751,U0864,7.46,2024-05-07 18:36:47.961592318,已支付,北京市朝阳区
ORD001752,U0386,301.21,2024-05-07 20:21:56.423284658,未支付,深圳市南山区
ORD001753,U0273,14.82,2024-05-07 22:07:04.884976996,已支付,深圳市南山区
ORD001754,U0948,388.57,2024-05-07 23:52:13.346669334,已支付,北京市朝阳区
ORD001755,U0844,59.37,2024-05-08 01:37:21.808361672,已取消,杭州市西湖区
ORD001756,U0327,130.86,2024-05-08 03:22:30.270054010,未支付,上海市浦东新区
ORD001757,U0335,91.03,2024-05-08 05:07:38.731746350,已支付,北京市朝阳区
ORD001758,U0514,144.32,2024-05-08 06:52:47.193438688,未支付,杭州市西湖区
ORD001759,U0027,7.61,2024-05-08 08:37:55.655131026,已取消,广州市天河区
ORD001760,U0922,28.7,2024-05-08 10:23:04.116823364,已支付,广州市天河区
ORD001761,U0665,82.03,2024-05-08 12:08:12.578515704,已支付,杭州市西湖区
ORD001762,U0140,57.52,2024-05-08 13:53:21.040208042,未支付,广州市天河区
ORD001763,U0913,36.54,2024-05-08 15:38:29.501900380,已支付,深圳市南山区
ORD001764,U0705,66.15,2024-05-08 17:23:37.963592718,已取消,北京市朝阳区
ORD001765,U0095,43.79,2024-05-08 19:08:46.425285058,已支付,深圳市南山区
ORD001766,U0168,496.93,2024-05-08 20:53:54.886977396,已支付,杭州市西湖区
ORD001767,U0517,209.1,2024-05-08 22:39:03.348669734,已支付,北京市朝阳区
ORD001768,U0732,240.91,2024-05-09 00:24:11.810362072,已支付,广州市天河区
ORD001769,U0028,332.73,2024-05-09 02:09:20.272054412,已支付,北京市朝阳区
ORD001770,U0761,89.21,2024-05-09 03:54:28.733746750,已取消,北京市朝阳区
ORD001771,U0584,21.45,2024-05-09 05:39:37.195439088,已支付,广州市天河区
ORD001772,U0308,41.29,2024-05-09 07:24:45.657131426,已支付,上海市浦东新区
ORD001773,U0398,77.66,2024-05-09 09:09:54.118823764,已支付,广州市天河区
ORD001774,U0134,63.56,2024-05-09 10:55:02.580516104,未支付,深圳市南山区
ORD001775,U0786,14.5,2024-05-09 12:40:11.042208442,已支付,上海市浦东新区
ORD001776,U0293,78.02,2024-05-09 14:25:19.503900780,已支付,深圳市南山区
ORD001777,U0970,17.81,2024-05-09 16:10:27.965593118,已支付,杭州市西湖区
ORD001778,U0704,380.85,2024-05-09 17:55:36.427285458,已支付,深圳市南山区
ORD001779,U0495,119.05,2024-05-09 19:40:44.888977796,已取消,北京市朝阳区
ORD001780,U0355,45.14,2024-05-09 21:25:53.350670134,未支付,杭州市西湖区
ORD001781,U0547,58.2,2024-05-09 23:11:01.812362472,已支付,上海市浦东新区
ORD001782,U0638,306.64,2024-05-10 00:56:10.274054812,已支付,深圳市南山区
ORD001783,U0017,12.24,2024-05-10 02:41:18.735747150,已支付,杭州市西湖区
ORD001784,U0110,33.79,2024-05-10 04:26:27.197439488,已支付,深圳市南山区
ORD001785,U0475,93.1,2024-05-10 06:11:35.659131826,已支付,北京市朝阳区
ORD001786,U0600,6.98,2024-05-10 07:56:44.120824164,已支付,北京市朝阳区
ORD001787,U0010,47.46,2024-05-10 09:41:52.582516504,已支付,上海市浦东新区
ORD001788,U0563,35.01,2024-05-10 11:27:01.044208842,已取消,广州市天河区
ORD001789,U0112,644.7,2024-05-10 13:12:09.505901180,已支付,广州市天河区
ORD001790,U0849,47.71,2024-05-10 14:57:17.967593518,未支付,北京市朝阳区
ORD001791,U0564,19.46,2024-05-10 16:42:26.429285858,已取消,杭州市西湖区
ORD001792,U0749,22.53,2024-05-10 18:27:34.890978196,未支付,上海市浦东新区
ORD001793,U0320,3.7,2024-05-10 20:12:43.352670534,已支付,深圳市南山区
ORD001794,U0289,294.69,2024-05-10 21:57:51.814362872,已支付,深圳市南山区
ORD001795,U0609,60.85,2024-05-10 23:43:00.276055212,已支付,杭州市西湖区
ORD001796,U0785,45.87,2024-05-11 01:28:08.737747550,已支付,广州市天河区
ORD001797,U0466,139.85,2024-05-11 03:13:17.199439888,已支付,北京市朝阳区
ORD001798,U0380,94.49,2024-05-11 04:58:25.661132226,已支付,北京市朝阳区
ORD001799,U0177,55.48,2024-05-11 06:43:34.122824566,已支付,上海市浦东新区
ORD001800,U0364,20.05,2024-05-11 08:28:42.584516904,已支付,北京市朝阳区
ORD001801,U0742,31.76,2024-05-11 10:13:51.046209242,未支付,广州市天河区
ORD001802,U0127,61.84,2024-05-11 11:58:59.507901580,已支付,广州市天河区
ORD001803,U0263,106.6,2024-05-11 13:44:07.969593918,已支付,杭州市西湖区
ORD001804,U0986,14.41,2024-05-11 15:29:16.431286258,已支付,上海市浦东新区
ORD001805,U0880,50.11,2024-05-11 17:14:24.892978596,已支付,上海市浦东新区
ORD001806,U0961,198.95,2024-05-11 18:59:33.354670934,已支付,北京市朝阳区
ORD001807,U0895,15.81,2024-05-11 20:44:41.816363272,已支付,深圳市南山区
ORD001808,U0446,114.92,2024-05-11 22:29:50.278055612,未支付,上海市浦东新区
ORD001809,U0459,14.88,2024-05-12 00:14:58.739747950,未支付,北京市朝阳区
ORD001810,U0266,32.07,2024-05-12 02:00:07.201440288,已支付,深圳市南山区
ORD001811,U0287,7.54,2024-05-12 03:45:15.663132626,已支付,北京市朝阳区
ORD001812,U0025,73.82,2024-05-12 05:30:24.124824966,已支付,杭州市西湖区
ORD001813,U0185,25.28,2024-05-12 07:15:32.586517304,已支付,上海市浦东新区
ORD001814,U0065,7.41,2024-05-12 09:00:41.048209642,已支付,北京市朝阳区
ORD001815,U0427,62.7,2024-05-12 10:45:49.509901980,未支付,杭州市西湖区
ORD001816,U0504,157.59,2024-05-12 12:30:57.971594320,已支付,北京市朝阳区
ORD001817,U0131,82.21,2024-05-12 14:16:06.433286658,已支付,广州市天河区
ORD001818,U0823,78.26,2024-05-12 16:01:14.894978996,已支付,北京市朝阳区
ORD001819,U0304,119.63,2024-05-12 17:46:23.356671334,已支付,广州市天河区
ORD001820,U0833,26.6,2024-05-12 19:31:31.818363672,已取消,上海市浦东新区
ORD001821,U0455,60.92,2024-05-12 21:16:40.280056012,未支付,北京市朝阳区
ORD001822,U0747,492.16,2024-05-12 23:01:48.741748350,已支付,杭州市西湖区
ORD001823,U0113,63.24,2024-05-13 00:46:57.203440688,已支付,上海市浦东新区
ORD001824,U0883,23.67,2024-05-13 02:32:05.665133026,已支付,上海市浦东新区
ORD001825,U0572,77.42,2024-05-13 04:17:14.126825366,已支付,广州市天河区
ORD001826,U0526,37.32,2024-05-13 06:02:22.588517704,已支付,上海市浦东新区
ORD001827,U0087,52.59,2024-05-13 07:47:31.050210042,已支付,北京市朝阳区
ORD001828,U0496,114.93,2024-05-13 09:32:39.511902380,已支付,北京市朝阳区
ORD001829,U0849,31.86,2024-05-13 11:17:47.973594720,已支付,广州市天河区
ORD001830,U0014,3.14,2024-05-13 13:02:56.435287058,已支付,北京市朝阳区
ORD001831,U0393,45.92,2024-05-13 14:48:04.896979396,已支付,广州市天河区
ORD001832,U0853,89.35,2024-05-13 16:33:13.358671734,已支付,深圳市南山区
ORD001833,U0685,313.54,2024-05-13 18:18:21.820364072,已支付,广州市天河区
ORD001834,U0514,159.29,2024-05-13 20:03:30.282056412,已支付,杭州市西湖区
ORD001835,U0756,39.13,2024-05-13 21:48:38.743748750,已支付,杭州市西湖区
ORD001836,U0160,88.22,2024-05-13 23:33:47.205441088,已支付,北京市朝阳区
ORD001837,U0776,42.7,2024-05-14 01:18:55.667133426,未支付,深圳市南山区
ORD001838,U0292,132.31,2024-05-14 03:04:04.128825766,已支付,杭州市西湖区
ORD001839,U0218,46.59,2024-05-14 04:49:12.590518104,未支付,杭州市西湖区
ORD001840,U0421,116.07,2024-05-14 06:34:21.052210442,已支付,杭州市西湖区
ORD001841,U0783,289.56,2024-05-14 08:19:29.513902780,已支付,北京市朝阳区
ORD001842,U0546,697.28,2024-05-14 10:04:37.975595120,已支付,上海市浦东新区
ORD001843,U0661,12.29,2024-05-14 11:49:46.437287458,已支付,上海市浦东新区
ORD001844,U0983,9.08,2024-05-14 13:34:54.898979796,已支付,上海市浦东新区
ORD001845,U0521,21.4,2024-05-14 15:20:03.360672134,已取消,北京市朝阳区
ORD001846,U0040,51.58,2024-05-14 17:05:11.822364474,未支付,上海市浦东新区
ORD001847,U0766,32.21,2024-05-14 18:50:20.284056812,已支付,广州市天河区
ORD001848,U0026,190.32,2024-05-14 20:35:28.745749150,已支付,北京市朝阳区
ORD001849,U0491,24.73,2024-05-14 22:20:37.207441488,已支付,北京市朝阳区
ORD001850,U0918,17.93,2024-05-15 00:05:45.669133826,已支付,深圳市南山区
ORD001851,U0397,207.93,2024-05-15 01:50:54.130826166,已支付,杭州市西湖区
ORD001852,U0025,94.04,2024-05-15 03:36:02.592518504,已支付,深圳市南山区
ORD001853,U0199,73.51,2024-05-15 05:21:11.054210842,已支付,上海市浦东新区
ORD001854,U0371,17.93,2024-05-15 07:06:19.515903180,已支付,北京市朝阳区
ORD001855,U0091,159.52,2024-05-15 08:51:27.977595520,未支付,北京市朝阳区
ORD001856,U0399,43.39,2024-05-15 10:36:36.439287858,已支付,上海市浦东新区
ORD001857,U0460,62.51,2024-05-15 12:21:44.900980196,已支付,杭州市西湖区
ORD001858,U0557,76.76,2024-05-15 14:06:53.362672534,已支付,深圳市南山区
ORD001859,U0225,218.38,2024-05-15 15:52:01.824364874,已支付,杭州市西湖区
ORD001860,U0789,85.12,2024-05-15 17:37:10.286057212,已取消,上海市浦东新区
ORD001861,U0089,27.52,2024-05-15 19:22:18.747749550,已支付,深圳市南山区
ORD001862,U0296,54.25,2024-05-15 21:07:27.209441888,未支付,深圳市南山区
ORD001863,U0175,107.67,2024-05-15 22:52:35.671134226,已支付,杭州市西湖区
ORD001864,U0342,298.49,2024-05-16 00:37:44.132826566,已支付,杭州市西湖区
ORD001865,U0573,36.38,2024-05-16 02:22:52.594518904,未支付,北京市朝阳区
ORD001866,U0270,33.35,2024-05-16 04:08:01.056211242,已支付,北京市朝阳区
ORD001867,U0712,117.02,2024-05-16 05:53:09.517903580,已支付,杭州市西湖区
ORD001868,U0344,22.57,2024-05-16 07:38:17.979595920,已支付,上海市浦东新区
ORD001869,U0835,29.03,2024-05-16 09:23:26.441288258,已取消,杭州市西湖区
ORD001870,U0588,56.02,2024-05-16 11:08:34.902980596,已支付,北京市朝阳区
ORD001871,U0175,84.52,2024-05-16 12:53:43.364672934,已取消,深圳市南山区
ORD001872,U0470,151.23,2024-05-16 14:38:51.826365274,未支付,上海市浦东新区
ORD001873,U0912,64.34,2024-05-16 16:24:00.288057612,未支付,北京市朝阳区
ORD001874,U0839,59.59,2024-05-16 18:09:08.749749950,未支付,上海市浦东新区
ORD001875,U0786,96.8,2024-05-16 19:54:17.211442288,已支付,上海市浦东新区
ORD001876,U0941,11.79,2024-05-16 21:39:25.673134628,已支付,深圳市南山区
ORD001877,U0023,59.11,2024-05-16 23:24:34.134826966,已支付,北京市朝阳区
ORD001878,U0538,274.01,2024-05-17 01:09:42.596519304,已支付,杭州市西湖区
ORD001879,U0230,119.41,2024-05-17 02:54:51.058211642,未支付,上海市浦东新区
ORD001880,U0706,53.23,2024-05-17 04:39:59.519903980,已取消,上海市浦东新区
ORD001881,U0130,113.93,2024-05-17 06:25:07.981596320,已支付,深圳市南山区
ORD001882,U0150,15.9,2024-05-17 08:10:16.443288658,已支付,北京市朝阳区
ORD001883,U0627,84.22,2024-05-17 09:55:24.904980996,已支付,上海市浦东新区
ORD001884,U0166,52.76,2024-05-17 11:40:33.366673334,已支付,上海市浦东新区
ORD001885,U0249,60.54,2024-05-17 13:25:41.828365674,已支付,广州市天河区
ORD001886,U0682,37.75,2024-05-17 15:10:50.290058012,已支付,广州市天河区
ORD001887,U0668,222.24,2024-05-17 16:55:58.751750350,已取消,上海市浦东新区
ORD001888,U0575,33.3,2024-05-17 18:41:07.213442688,已支付,深圳市南山区
ORD001889,U0273,18.83,2024-05-17 20:26:15.675135028,已支付,杭州市西湖区
ORD001890,U0243,12.42,2024-05-17 22:11:24.136827366,已支付,广州市天河区
ORD001891,U0368,6.34,2024-05-17 23:56:32.598519704,已支付,广州市天河区
ORD001892,U0978,67.93,2024-05-18 01:41:41.060212042,已支付,北京市朝阳区
ORD001893,U0699,24.93,2024-05-18 03:26:49.521904382,已支付,杭州市西湖区
ORD001894,U0627,14.84,2024-05-18 05:11:57.983596720,已取消,广州市天河区
ORD001895,U0258,41.95,2024-05-18 06:57:06.445289058,已支付,杭州市西湖区
ORD001896,U0867,108.14,2024-05-18 08:42:14.906981396,已支付,杭州市西湖区
ORD001897,U0335,49.46,2024-05-18 10:27:23.368673734,已支付,北京市朝阳区
ORD001898,U0207,62.42,2024-05-18 12:12:31.830366074,已支付,上海市浦东新区
ORD001899,U0108,176.21,2024-05-18 13:57:40.292058412,已支付,上海市浦东新区
ORD001900,U0884,124.41,2024-05-18 15:42:48.753750750,已支付,广州市天河区
ORD001901,U0256,61.04,2024-05-18 17:27:57.215443088,已支付,北京市朝阳区
ORD001902,U0621,20.39,2024-05-18 19:13:05.677135428,已支付,广州市天河区
ORD001903,U0247,31.6,2024-05-18 20:58:14.138827766,已支付,广州市天河区
ORD001904,U0226,56.18,2024-05-18 22:43:22.600520104,已支付,上海市浦东新区
ORD001905,U0178,111.9,2024-05-19 00:28:31.062212442,已取消,北京市朝阳区
ORD001906,U0143,76.78,2024-05-19 02:13:39.523904782,已支付,杭州市西湖区
ORD001907,U0146,29.42,2024-05-19 03:58:47.985597120,已支付,上海市浦东新区
ORD001908,U0077,81.53,2024-05-19 05:43:56.447289458,已支付,广州市天河区
